instruction,category,intent,urgency
"hello, i want to write a review of my experience",FEEDBACK,review,low
Please change the size on my recent order before it ships,ORDER,change_order,medium
"good morning, what shipping methods are available?",DELIVERY,delivery_options,medium
Quick question - please send me the invoice for my recent order,INVOICE,get_invoice,medium
How many days do I have to return an item? Thanks!,REFUND,check_refund_policy,high
the signup form keeps rejecting my email.,ACCOUNT,registration_problems,low
can you tell me the status of oredr #9001?,ORDER,track_order,medium
sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
I have a question: I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
I need an invoice for accounting. Many thanks.,INVOICE,get_invoice,medium
"Hi, how do I contact your support taem?",CONTACT,contact_customer_service,low
"hel,p the payment failed but money was deducted!",PAYMENT,payment_issue,high
Can I add another item to oredr #4422? Thanks in advance.,ORDER,change_order,medium
When can I expect my package? Thanks in advance.,DELIVERY,delivery_period,medium
"hi team, i need to update the email on my profile",ACCOUNT,edit_account,low
"hello, how long will my order take to arrive?",DELIVERY,delivery_period,medium
i need my money back for this defective product!,REFUND,get_refund,high
"hello, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods,medium
Please remove my account from your system. Thanks!,ACCOUNT,delete_account,high
Your support has been awful and I'm furoius about it,FEEDBACK,complaint,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
Do you take Apple Pay or only credit cards? This is urgent.,PAYMENT,check_payment_methods,medium
can i get a full refund if i'm not satisfied?,REFUND,check_refund_policy,high
I have a questio:n I want to get a refund for my purchase,REFUND,get_refund,high
i was charged twice for the same order! i'd appreciate a quick reply.,PAYMENT,payment_issue,high
"Good morning, I'm extremely unhappy with the service",FEEDBACK,complaint,high
can you show me invoice number 8482?,INVOICE,check_invoice,medium
Where do I post a product review? Please assist.,FEEDBACK,review,low
Please cancel order #1234 before it ships.,CANCEL,cancel_order,high
Do you take Apple Pay or only credit cadrs? Thanks!,PAYMENT,check_payment_methods,medium
"Excuse me, I want to get a refund for my purchase",REFUND,get_refund,high
Can I pay with PayPla? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Excuse me, how can I leave a review for the product I bought?",FEEDBACK,review,low
"Hi team, what is your refund policy?",REFUND,check_refund_policy,high
"good morning, is there a support email i can use?",CONTACT,contact_customer_service,low
I was charged twice for the same order! Cheers.,PAYMENT,payment_issue,high
how do i log into a secondary account?,ACCOUNT,switch_account,low
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
Quick question - I'd liek to download an invoice,INVOICE,get_invoice,medium
Do offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
"I'm ready to buy, what's nxet?",ORDER,place_order,medium
Why can't I create my account? It says invalid ipnut.,ACCOUNT,registration_problems,low
"Hi team, the password reste email never arrived",ACCOUNT,recover_password,high
Quick question - how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Tracking number says deliveerd but I never got it. This is urgent.,ORDER,track_order,medium
"Hello, I'd like to download an invoice",INVOICE,get_invoice,medium
can i set multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
where can i view my past invoices? tahnks in advance.,INVOICE,check_invoice,medium
"Good morning, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
Your support has been awful and I'm furious abotu it,FEEDBACK,complaint,high
The signup form keeps rejecting my emali. Looking forward to heairng back.,ACCOUNT,registration_problems,low
Please cancel order #1234 before it ships. Looking forward to hearing back.,CANCEL,cancel_order,high
can you check on the status my refund?,REFUND,track_refund,high
I need to talk to someone about my order. Looking forward to hearing back.,CONTACT,contact_customer_service,low
I need to talk to someone about my order. I'd appreciate a quick reply.,CONTACT,contact_customer_service,low
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
How do I order this product? Many thanks.,ORDER,place_order,medium
"Excuse me, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
How do I close my account? I no longer watn to use the service.,ACCOUNT,delete_account,high
could you help - i need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
Could you help - is there a support email I can ues?,CONTACT,contact_customer_service,low
"Hello, I'd like to download an invoice",INVOICE,get_invoice,medium
why cant' i create my account? it says input.,ACCOUNT,registration_problems,low
"Hey there, I need to use a different user profile",ACCOUNT,switch_account,low
"Hello, how can I leave a review for the product I bought?",FEEDBACK,review,low
"this is unacceptable, i want to file a formal complaint! thanks in advance.",FEEDBACK,complaint,high
Can I unsubscribe from the newsletter plaese?,NEWSLETTER,newsletter_subscription,low
"hi team, i'm extremely unhappy with the service",FEEDBACK,complaint,high
"Excuse me, my payment was declined but my card is fine",PAYMENT,payment_issue,high
I have a question: I keep getting 'username already taken' but I'm new,ACCOUNT,registration_problems,low
"Hi team, how do I request a refund?",REFUND,get_refund,high
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
Could you help - I'm getting an error when trying to register,ACCOUNT,registration_problems,low
Quick question - how do I request a refund?,REFUND,get_refund,high
How can I change my account informaiton?,ACCOUNT,edit_account,low
Can I add another item to order #4422? Many thanks.,ORDER,change_order,medium
"i need to reset my password, please help. thanks!",ACCOUNT,recover_password,high
"i'm ready to buy, what's next?",ORDER,place_order,medium
I need to talk someone about my order. Please assist.,CONTACT,contact_customer_service,low
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
"Hello, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
"Excuse me, what shipping methods are available?",DELIVERY,delivery_options,medium
Could you help - what is your refund policy?,REFUND,check_refund_policy,high
"Hi team, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
What is your customer service phone number?,CONTACT,contact_customer_service,low
"I'd like to register, what's the procses? I'd appreciate a quick reply.",ACCOUNT,create_account,low
"Hey there, can you help me modify my accuont settings?",ACCOUNT,edit_account,low
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods,medium
Can I get a full refnud if I'm not satisfied?,REFUND,check_refund_policy,high
tracking numebr says delivered but i never got it. this is,ORDER,track_order,medium
"hey there, when my refund be processed?",REFUND,track_refund,high
please connect me to a real person.,CONTACT,contact_human_agent,low
"This is unacceptable, I want to file a formal complaint! thanks.",FEEDBACK,complaint,high
"I need to reset my password, please Cheers.",ACCOUNT,recover_password,high
"Excuse me, I need my account deleted right away",ACCOUNT,delete_account,high
"Hi team, I want to lodge a complaint abuot the recent experience",FEEDBACK,complaint,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Excuse me, how do I rqeuest a refund?",REFUND,get_refund,high
Why can't I create my accoutn? It says invalid input.,ACCOUNT,registration_problems,low
"I need to reset my password, please help.",ACCOUNT,recover_password,high
please cancel order #1234 before it ships. i'd appreciate a quick reply.,CANCEL,cancel_order,high
"Excuse me, I want to create a new account on your platform",ACCOUNT,create_account,low
"Wrong address on my order, please it! Thanks!",SHIPPING_ADDRESS,change_shipping_address,medium
Tracking number says delivered but I never got it. Thanks in advance.,ORDER,track_order,medium
"Hi team, I want to switch to a different account",ACCOUNT,switch_account,low
"Hi team, I want to write a review of my expeirence",FEEDBACK,review,low
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
Do you offer exprses delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
it's been 10 days and no refund yet.,REFUND,track_refund,high
"Good morning, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
"i need to reset my password, please help. this is urgent.",ACCOUNT,recover_password,high
i was charged twice for the same order! this is urgent.,PAYMENT,payment_issue,high
"wrong address on my order, please update it! cheers.",SHIPPING_ADDRESS,change_shipping_address,medium
Can I set up multiple addresses on my profile? This is urgent.,SHIPPING_ADDRESS,set_up_shipping_address,medium
can you tell me the status of order #9001?,ORDER,track_order,medium
Quick question - how long will my order take to arrive?,DELIVERY,delivery_period,medium
"good morning, how long will my order take to arrive?",DELIVERY,delivery_period,medium
Whats' the typical delivery time to my country?,DELIVERY,delivery_period,medium
I want to write a review of my experience,FEEDBACK,review,low
"hi, i want to switch to a different account",ACCOUNT,switch_account,low
Can you help me open a customer account? Please assist.,ACCOUNT,create_account,low
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account,low
"Good morning, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"Hi, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"Hey there, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
how many days do i have to return an item? thanks!,REFUND,check_refund_policy,high
Tracking says delivered but I never got it. Looking forward to hearing back.,ORDER,track_order,medium
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
"excuse me, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
Can I get a flul refund if I'm not satisfied?,REFUND,check_refund_policy,high
I have a question: I'm getting an error when trying to register,ACCOUNT,registration_problems,low
"Hello, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
Can you show ivnoice number 8842?,INVOICE,check_invoice,medium
"Hello, I'm still wiating for my refund, where is it?",REFUND,track_refund,high
"Hi, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"Hello, I need to cancel my order immediately",CANCEL,cancel_order,high
How do I close my account? I no longre want to use the service.,ACCOUNT,delete_account,high
"Good morning, how do I track my shipment?",ORDER,track_order,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
what is your customer service phone number?,CONTACT,contact_customer_service,low
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
where can i view my past invoices? cheers.,INVOICE,check_invoice,medium
sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
"hi team, cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
I need to modify my existing order,ORDER,change_order,medium
I need to talk to someone about my order.,CONTACT,contact_customer_service,low
What is your customer service phone number?,CONTACT,contact_customer_service,low
"Hi team, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
Could you help - can you help me complete my purchase?,ORDER,place_order,medium
"Please refund ordre #3300, the item arrived broken.",REFUND,get_refund,high
"I'd like to register, what's the process? Please assist.",ACCOUNT,create_account,low
Can I have two accounts and switch between them? Please assist.,ACCOUNT,switch_account,low
Do you take Apple Pay or only credti cards? Cheers.,PAYMENT,check_payment_methods,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
"this is unacceptable, i want to file a formal complaint! i'd appreciate a quick reply.",FEEDBACK,complaint,high
"Hepl, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"i have a questino: i want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
where do i post a product review? this is urgent.,FEEDBACK,review,low
how many days do i have to return an item? thanks in advance.,REFUND,check_refund_policy,high
"Hi team, the password reset email never arrived",ACCOUNT,recover_password,high
"Hello, can you help me complete my purchase?",ORDER,place_order,medium
"excuse me, how can i leave a review for the product i bought?",FEEDBACK,review,low
"Hey there, do you offer money-back guarantee?s",REFUND,check_refund_policy,high
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
"I'd like to register, what's the proecss? Please assist.",ACCOUNT,create_account,low
"hi team, my payment was declined but my card is fine",PAYMENT,payment_issue,high
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
"hey there, my payment was declined but my card is fine",PAYMENT,payment_issue,high
"good morning, how can i sign up for an account?",ACCOUNT,create_account,low
how long will my ordre take to arrive?,DELIVERY,delivery_period,medium
Please connect me to a real person. Thanks in avdance.,CONTACT,contact_human_agent,low
I'd like to edit my personal details. Looking forward to hearing back.,ACCOUNT,edit_account,low
"hi, what is your refund policy?",REFUND,check_refund_policy,high
"this is unacceptable, i want to file a formla complaint! this is urgent.",FEEDBACK,complaint,high
"Hello, I'd like to place a new order",ORDER,place_order,medium
"Good morning, can you hlep me modify my account settings?",ACCOUNT,edit_account,low
What is your customer service phone number?,CONTACT,contact_customer_service,low
Quick qusetion - how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
"hi, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"hi team, i want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Can I add another item to order #4422? Thanks in advnace.,ORDER,change_order,medium
"hi, when my refund be processed?",REFUND,track_refund,high
The singup form keeps rejecting my email. Please assist.,ACCOUNT,registration_problems,low
"I'd like to register, what's the process? I'd appreicate a quick reply.",ACCOUNT,create_account,low
"Hello, how long will my order take to arrive?",DELIVERY,delivery_period,medium
"Hi team, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
"Wrong address on my order, please update it! Cheers.",SHIPPING_ADDRESS,change_shipping_address,medium
Do you take Apple Pay or only creidt cards? This is urgent.,PAYMENT,check_payment_methods,medium
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
i have a question: how do i add a new shipping address to my,SHIPPING_ADDRESS,set_up_shipping_address,medium
Wheer can I view my past invoices? Thanks in advance.,INVOICE,check_invoice,medium
Can I add another item to order #4422?,ORDER,change_order,medium
"Hello, cancel my order asap, I ordered the wrong",CANCEL,cancel_order,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"good morning, what are my delivery options for this order?",DELIVERY,delivery_options,medium
"hi team, i want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"quick question - cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
my payment was declined but my card is fine,PAYMENT,payment_issue,high
"Hi team, can you hlep me modify my account settings?",ACCOUNT,edit_account,low
Could you help - I need to update the email on my profile,ACCOUNT,edit_account,low
"Excuse me, what shipping methods are available?",DELIVERY,delivery_options,medium
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
Coudl you help - please sedn me the invoice for my recent order,INVOICE,get_invoice,medium
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
please connect me to a real person. cheers.,CONTACT,contact_human_agent,low
"Good morning, how long will my order take to arrive?",DELIVERY,delivery_period,medium
"good morning, my payment was declined but my card is fine",PAYMENT,payment_issue,high
"Hello, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
Quick question - how do I request a refund?,REFUND,get_refund,high
how do i add a new shipping to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can you help me open a customer account? Thanks!,ACCOUNT,create_account,low
How do I order thsi product? Thanks!,ORDER,place_order,medium
Do you take Apple Pay or only credit cards? Thanks in advance.,PAYMENT,check_payment_methods,medium
Where can I view my past invoices? Please assist.,INVOICE,check_invoice,medium
"excuse me, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Hello, where is my order? It hasn't arrived yet",ORDER,track_order,medium
"I have a question: I'm still waiting for my refund, where is it?",REFUND,track_refund,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
I'd like to eidt my personal details. I'd appreciate a quick reply.,ACCOUNT,edit_account,low
"Please refund order #3300, the item arrived broken. Thanks!",REFUND,get_refund,high
"I'd like to register, what's the process?",ACCOUNT,create_account,low
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account,low
"hi, i want to switch to a different account",ACCOUNT,switch_account,low
"Excuse me, I want to update the quantity in my order",ORDER,change_order,medium
how many days do i have to return an item? many thanks.,REFUND,check_refund_policy,high
"Hi, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
"Excuse me, I want to write a review of my experience",FEEDBACK,review,low
Tracking number says delivered but I never got it. This is urgent.,ORDER,track_order,medium
"hi team, i need to update the email on my profile",ACCOUNT,edit_account,low
"hi team, how do i contact your support team?",CONTACT,contact_customer_service,low
The signup form rejecting my emai.l Thanks!,ACCOUNT,registration_problems,low
"hey there, which payment methods do you accep?t",PAYMENT,check_payment_methods,medium
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
i set up multiple addresses on my proifle? thanks in advance.,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can you help me open a customer account? Please assist.,ACCOUNT,create_account,low
could you help - i need to look up an old invoice,INVOICE,check_invoice,medium
"hi, i need to use a different user profile",ACCOUNT,switch_account,low
could you help - i'm getting an error when trying to register,ACCOUNT,registration_problems,low
"Excuse me, how do I track my shipmen?t",ORDER,track_order,medium
"Excuse me, do you offer money-back guarantees?",REFUND,check_refund_policy,high
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
The signup form keeps rejecting my email. Many thanks.,ACCOUNT,registration_problems,low
"Hey there, where is my oredr? It hasn't arrived yet",ORDER,track_order,medium
Can I set up multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
quick question - sgin me up for promotional emails,NEWSLETTER,newsletter_subscription,low
Please remove my account from your system. Looking forwrad to hearing back.,ACCOUNT,delete_account,high
could you help - what is refund policy?,REFUND,check_refund_policy,high
could you help - is there a support email i can use?,CONTACT,contact_customer_service,low
"Hi team, what shipping methods are available?",DELIVERY,delivery_options,medium
"i changed my mind, can i cnacel my recent purchase?",CANCEL,cancel_order,high
Please cancel order #1234 before it ships. Looking forward to hearing back.,CANCEL,cancel_order,high
Cuold you help - do you offre money-back guarantees?,REFUND,check_refund_policy,high
adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
"i'm ready to buy, what's next?",ORDER,place_order,medium
I have a question: when will my refund be processed?,REFUND,track_refund,high
"Hi team, what shipping methods are available?",DELIVERY,delivery_options,medium
Can a live rerpesentative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"Hey there, wehn will my refund be processed?",REFUND,track_refund,high
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
"Hey there, how can I leave a review for the product I bought?",FEEDBACK,review,low
"Hi team, cancel my order asap, I ordered the wrnog item",CANCEL,cancel_order,high
I need my money back for this defective porduct!,REFUND,get_refund,high
do you tkae apple pay or only credit cards? many thansk.,PAYMENT,check_payment_methods,medium
"I have a question: I watn to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
can i set up mutliple addresses on my profile? lokoing forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address,medium
where can i view my past invoices?,INVOICE,check_invoice,medium
"Wrong address on my order, please upadte it! Cheers.",SHIPPING_ADDRESS,change_shipping_address,medium
I need invoice for accounting. Cheers.,INVOICE,get_invoice,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
i need to talk to someone about my order. please assist.,CONTACT,contact_customer_service,low
"Hi team, I want to switch to a different account",ACCOUNT,switch_account,low
when can i expect my package? this is urgent.,DELIVERY,delivery_period,medium
"Hey there, I forgot my password and can't log in",ACCOUNT,recover_password,high
"hey there, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account,high
"hey there, cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"hey there, adding a new address befroe my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
What is your customer serviec phone number?,CONTACT,contact_customer_service,low
Quick qeustion - I want to delete my account peramnently,ACCOUNT,delete_account,high
"hi team, what are my payment options at checkotu?",PAYMENT,check_payment_methods,medium
How can I change my account information?,ACCOUNT,edit_account,low
"Thsi is unacceptable, I want to a formal complaint!",FEEDBACK,complaint,high
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
"Hey there, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
"Excsue me, I want to get a refund for my purchase",REFUND,get_refund,high
Could you help - which payment methods do you accept?,PAYMENT,check_payment_methods,medium
I have a question: do you offer money-back guarantees?,REFUND,check_refund_policy,high
Please connect me to a real person. Thanks in advance.,CONTACT,contact_human_agent,low
I need to talk to smoeone about my order. This is urgent.,CONTACT,contact_customer_service,low
Please cancel order #1234 before it ships. I'd appreciate a quick reply.,CANCEL,cancel_order,high
Quick question - how do I contact your support,CONTACT,contact_customer_service,low
Where can I view my past invoices? Thanks!,INVOICE,check_invoice,medium
"Hi team, I forgot my password and can't log in",ACCOUNT,recover_password,high
"hi, what are my delivery otpions for this order?",DELIVERY,delivery_options,medium
"hello, what shipping methods are available?",DELIVERY,delivery_options,medium
can you tell me the status of order #9001?,ORDER,track_order,medium
Where do I post a product review? Cheers.,FEEDBACK,review,low
When can I expect my package? This is urgent.,DELIVERY,delivery_period,medium
Can I choose same-day shipping? Many thanks.,DELIVERY,delivery_options,medium
How do order this proudct? I'd appreciate a quick reply.,ORDER,place_order,medium
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
"good morning, i'm still waiting for my refund, where is it?",REFUND,track_refund,high
I was charged twice for the same order! Looking forward to hearing back.,PAYMENT,payment_issue,high
Could you help - I need a human agent right now,CONTACT,contact_human_agent,low
can you help me open a customer account? this is urgent.,ACCOUNT,create_account,low
what is your refund policy?,REFUND,check_refund_policy,high
"Good morning, I need to cancel my order immediately",CANCEL,cancel_order,high
please change the size on my recent order before it ships,ORDER,change_order,medium
"Excuse me, can you help complete my purchase?",ORDER,place_order,medium
"I have a question: I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
you help - how long will my order take to arrive?,DELIVERY,delivery_period,medium
Quick question - how can I leave a review for the product I bought?,FEEDBACK,review,low
I have a question: I'm extremely unhappy with the service,FEEDBACK,complaint,high
How do I close my account? I no longer wnat to use the service.,ACCOUNT,delete_account,high
Do you take Apple Pay or only credit cards?,PAYMENT,check_payment_methods,medium
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
Can unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
could you help - i need a human agent right now,CONTACT,contact_human_agent,low
sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
when can i expect my package? many thanks.,DELIVERY,delivery_period,medium
How do I log into a secondary acconut?,ACCOUNT,switch_account,low
I have a question: can you help me modify my account settings?,ACCOUNT,edit_account,low
"Hi, I want to delete my account permanently",ACCOUNT,delete_account,high
how do edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
do you take apple pay or olny credit cards? cheers.,PAYMENT,check_payment_methods,medium
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
"excuse me, how can i sign up for an account?",ACCOUNT,create_account,low
"Good morning, how can I sign up for an account?",ACCOUNT,create_account,low
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
What is your customer service phone number?,CONTACT,contact_customer_service,low
"Excuse me, I need to use a different uesr profile",ACCOUNT,switch_account,low
"Good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
"Godo morning, I forgot my password and can't log in",ACCOUNT,recover_password,high
"Good morning, my payment was declinde but my cadr is fine",PAYMENT,payment_issue,high
how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Excuse me, the password reset email never arrived",ACCOUNT,recover_password,high
The signup form keeps rejecting my email. Cheers.,ACCOUNT,registration_problems,low
i have a question: what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
"Hi, I keep getting 'usernmae already taken' but I'm new",ACCOUNT,registration_problems,low
"Hello, I need to modify my existing order",ORDER,change_order,medium
"Hey there, when will my refund be processed?",REFUND,track_refund,high
can i add another item to order #4422? i'd appreciate a quick reply.,ORDER,change_order,medium
How can I change my account information?,ACCOUNT,edit_account,low
"locked out of my account, passwodr recvoery isn't working!",ACCOUNT,recover_password,high
"Hey there, how do I edti the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
"Hi team, I want to delete my account permanently",ACCOUNT,delete_account,high
"Excuse me, I want to write a review of my experience",FEEDBACK,review,low
Could you help - I need to use a different user profile,ACCOUNT,switch_account,low
where can i view my past invoices?,INVOICE,check_invoice,medium
"Hello, what shipping metohds are available?",DELIVERY,delivery_options,medium
i need to talk to someone about my order. this is urgent.,CONTACT,contact_customer_service,low
"hello, i keep getting 'username already taken' but i'm new",ACCOUNT,registration_problems,low
"hi, i need to change the shipping address on my ordre",SHIPPING_ADDRESS,change_shipping_address,medium
Quick question - want to create a new account on yoru platform,ACCOUNT,create_account,low
Can I choose shipping? Thnaks!,DELIVERY,delivery_options,medium
do you offer money-back guarantees?,REFUND,check_refund_policy,high
could you hepl - i want to switch to a different account,ACCOUNT,switch_account,low
where do i post a product review? many thanks.,FEEDBACK,review,low
i need my money bcak for this defective product!,REFUND,get_refund,high
Could you help I'm tyring to find a copy of my invoice,INVOICE,check_invoice,medium
Can you help me open a customer account? Looking forward to hearing back.,ACCOUNT,create_account,low
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
i want to save a second address for delivereis,SHIPPING_ADDRESS,set_up_shipping_address,medium
I need my money back for this defective product!,REFUND,get_refund,high
"Good morning, how do I request a refund?",REFUND,get_refund,high
How can I change my account information?,ACCOUNT,edit_account,low
"Excuse me, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
Could you help - can you help me complete my purchase?,ORDER,place_order,medium
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Can I pay with PayPal? Is bakn transfer an option?,PAYMENT,check_payment_methods,medium
Could you help - how do I subscribe to your newsletter?,NEWSLETTER,newsletter_subscription,low
i need my money back for this defective product!,REFUND,get_refund,high
Can I set up multiple addresses on my profile? This is urgent.,SHIPPING_ADDRESS,set_up_shipping_address,medium
i need my account deleted right away,ACCOUNT,delete_account,high
I need to talk to someone about my order. Cheers.,CONTACT,contact_customer_service,low
Where do I post a product review? Thanks!,FEEDBACK,review,low
how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can you check on the status of my refund?,REFUND,track_refund,high
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"excuse me, i want to write a review of my expreience",FEEDBACK,review,low
"Hi team, I need to cancel my order immediately",CANCEL,cancel_order,high
"Good morning, how can I sign up for an account?",ACCOUNT,create_account,low
can i unsubscribe from the please?,NEWSLETTER,newsletter_subscription,low
Could you help - do you offer money-back guarantees?,REFUND,check_refund_policy,high
Could you help - can you help me complete my purchase?,ORDER,place_order,medium
Could you help - I want to get a refund for purchase,REFUND,get_refund,high
"Good morning, I'm still waiting for my refund, whree is it?",REFUND,track_refund,high
"hello, i want to write a review of my experience",FEEDBACK,review,low
"Hi team, I watn to create a new on your platform",ACCOUNT,create_account,low
estimated delivery for shippin?g,DELIVERY,delivery_period,medium
"hey there, when will my reufnd be processed?",REFUND,track_refund,high
"Hi team, I need a human agent right now",CONTACT,contact_human_agent,low
"Hello, I'd like to place a new order",ORDER,place_order,medium
"hey ther,e how can i leave a review for the product i bought?",FEEDBACK,review,low
tracking number says delivered but i never got it. cheers.,ORDER,track_order,medium
"hey there, i forgot my password and can't log in",ACCOUNT,recover_password,high
"hi team, how long will my ordre take to arrive?",DELIVERY,delivery_period,medium
Can I set up multiple addresses on my profile? Cheers.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"hey there, i'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
"hi team, how do i subscribe to your newslettre?",NEWSLETTER,newsletter_subscription,low
