instruction,category,intent
I have a questio:n I want to get a refund for my purchase,REFUND,get_refund
i was charged twice for the same order! i'd appreciate a quick reply.,PAYMENT,payment_issue
"Good morning, I'm extremely unhappy with the service",FEEDBACK,complaint
can you show me invoice number 8482?,INVOICE,check_invoice
Where do I post a product review? Please assist.,FEEDBACK,review
Please cancel order #1234 before it ships.,CANCEL,cancel_order
Do you take Apple Pay or only credit cadrs? Thanks!,PAYMENT,check_payment_methods
"Excuse me, I want to get a refund for my purchase",REFUND,get_refund
Can I pay with PayPla? Is bank transfer an option?,PAYMENT,check_payment_methods
"Excuse me, how can I leave a review for the product I bought?",FEEDBACK,review
"Hi team, what is your refund policy?",REFUND,check_refund_policy
"good morning, is there a support email i can use?",CONTACT,contact_customer_service
I was charged twice for the same order! Cheers.,PAYMENT,payment_issue
how do i log into a secondary account?,ACCOUNT,switch_account
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems
Quick question - I'd liek to download an invoice,INVOICE,get_invoice
Do offer express delivery? I'm in a hurry.,DELIVERY,delivery_options
"I'm ready to buy, what's nxet?",ORDER,place_order
Why can't I create my account? It says invalid ipnut.,ACCOUNT,registration_problems
"Hi team, the password reste email never arrived",ACCOUNT,recover_password
Quick question - how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
Tracking number says deliveerd but I never got it. This is urgent.,ORDER,track_order
"Hello, I'd like to download an invoice",INVOICE,get_invoice
can i set multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address
where can i view my past invoices? tahnks in advance.,INVOICE,check_invoice
"Good morning, sign me up for promotional emails",NEWSLETTER,newsletter_subscription
How do I log into a secondary account?,ACCOUNT,switch_account
Your support has been awful and I'm furious abotu it,FEEDBACK,complaint
The signup form keeps rejecting my emali. Looking forward to heairng back.,ACCOUNT,registration_problems
Please cancel order #1234 before it ships. Looking forward to hearing back.,CANCEL,cancel_order
can you check on the status my refund?,REFUND,track_refund
I need to talk to someone about my order. Looking forward to hearing back.,CONTACT,contact_customer_service
I need to talk to someone about my order. I'd appreciate a quick reply.,CONTACT,contact_customer_service
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice
How do I order this product? Many thanks.,ORDER,place_order
"Excuse me, I'm having trouble paying, the page errors out",PAYMENT,payment_issue
How do I close my account? I no longer watn to use the service.,ACCOUNT,delete_account
could you help - i need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address
Could you help - is there a support email I can ues?,CONTACT,contact_customer_service
"Hello, I'd like to download an invoice",INVOICE,get_invoice
why cant' i create my account? it says input.,ACCOUNT,registration_problems
"Hey there, I need to use a different user profile",ACCOUNT,switch_account
"Hello, how can I leave a review for the product I bought?",FEEDBACK,review
"this is unacceptable, i want to file a formal complaint! thanks in advance.",FEEDBACK,complaint
Can I unsubscribe from the newsletter plaese?,NEWSLETTER,newsletter_subscription
"hi team, i'm extremely unhappy with the service",FEEDBACK,complaint
"Excuse me, my payment was declined but my card is fine",PAYMENT,payment_issue
I have a question: I keep getting 'username already taken' but I'm new,ACCOUNT,registration_problems
"Hi team, how do I request a refund?",REFUND,get_refund
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
Could you help - I'm getting an error when trying to register,ACCOUNT,registration_problems
Quick question - how do I request a refund?,REFUND,get_refund
How can I change my account informaiton?,ACCOUNT,edit_account
Can I add another item to order #4422? Many thanks.,ORDER,change_order
"i need to reset my password, please help. thanks!",ACCOUNT,recover_password
"i'm ready to buy, what's next?",ORDER,place_order
I need to talk someone about my order. Please assist.,CONTACT,contact_customer_service
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account
"Hello, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
"Excuse me, what shipping methods are available?",DELIVERY,delivery_options
Could you help - what is your refund policy?,REFUND,check_refund_policy
"Hi team, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address
What is your customer service phone number?,CONTACT,contact_customer_service
"I'd like to register, what's the procses? I'd appreciate a quick reply.",ACCOUNT,create_account
"Hey there, can you help me modify my accuont settings?",ACCOUNT,edit_account
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods
Can I get a full refnud if I'm not satisfied?,REFUND,check_refund_policy
tracking numebr says delivered but i never got it. this is,ORDER,track_order
"hey there, when my refund be processed?",REFUND,track_refund
please connect me to a real person.,CONTACT,contact_human_agent
"This is unacceptable, I want to file a formal complaint! thanks.",FEEDBACK,complaint
"I need to reset my password, please Cheers.",ACCOUNT,recover_password
"Excuse me, I need my account deleted right away",ACCOUNT,delete_account
"Hi team, I want to lodge a complaint abuot the recent experience",FEEDBACK,complaint
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
"Excuse me, how do I rqeuest a refund?",REFUND,get_refund
Why can't I create my accoutn? It says invalid input.,ACCOUNT,registration_problems
"I need to reset my password, please help.",ACCOUNT,recover_password
please cancel order #1234 before it ships. i'd appreciate a quick reply.,CANCEL,cancel_order
"Excuse me, I want to create a new account on your platform",ACCOUNT,create_account
"Wrong address on my order, please it! Thanks!",SHIPPING_ADDRESS,change_shipping_address
Tracking number says delivered but I never got it. Thanks in advance.,ORDER,track_order
"Hi team, I want to switch to a different account",ACCOUNT,switch_account
"Hi team, I want to write a review of my expeirence",FEEDBACK,review
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account
Do you offer exprses delivery? I'm in a hurry.,DELIVERY,delivery_options
it's been 10 days and no refund yet.,REFUND,track_refund
"Good morning, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
"i need to reset my password, please help. this is urgent.",ACCOUNT,recover_password
i was charged twice for the same order! this is urgent.,PAYMENT,payment_issue
"wrong address on my order, please update it! cheers.",SHIPPING_ADDRESS,change_shipping_address
Can I set up multiple addresses on my profile? This is urgent.,SHIPPING_ADDRESS,set_up_shipping_address
can you tell me the status of order #9001?,ORDER,track_order
Quick question - how long will my order take to arrive?,DELIVERY,delivery_period
"good morning, how long will my order take to arrive?",DELIVERY,delivery_period
Whats' the typical delivery time to my country?,DELIVERY,delivery_period
I want to write a review of my experience,FEEDBACK,review
"hi, i want to switch to a different account",ACCOUNT,switch_account
Can you help me open a customer account? Please assist.,ACCOUNT,create_account
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account
"Good morning, do you offer money-back guarantees?",REFUND,check_refund_policy
"Hi, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order
"Hey there, I want to lodge a complaint about the recent experience",FEEDBACK,complaint
how many days do i have to return an item? thanks!,REFUND,check_refund_policy
Tracking says delivered but I never got it. Looking forward to hearing back.,ORDER,track_order
I'd like to share my feedback on a recent purchase,FEEDBACK,review
"excuse me, what are my payment options at checkout?",PAYMENT,check_payment_methods
Can I get a flul refund if I'm not satisfied?,REFUND,check_refund_policy
I have a question: I'm getting an error when trying to register,ACCOUNT,registration_problems
"Hello, what are my payment options at checkout?",PAYMENT,check_payment_methods
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
Can you show ivnoice number 8842?,INVOICE,check_invoice
"Hello, I'm still wiating for my refund, where is it?",REFUND,track_refund
"Hi, what are my payment options at checkout?",PAYMENT,check_payment_methods
What's the typical delivery time to my country?,DELIVERY,delivery_period
"Hello, I need to cancel my order immediately",CANCEL,cancel_order
How do I close my account? I no longre want to use the service.,ACCOUNT,delete_account
"Good morning, how do I track my shipment?",ORDER,track_order
What's the typical delivery time to my country?,DELIVERY,delivery_period
what is your customer service phone number?,CONTACT,contact_customer_service
What's the typical delivery time to my country?,DELIVERY,delivery_period
where can i view my past invoices? cheers.,INVOICE,check_invoice
sign me up for promotional emails,NEWSLETTER,newsletter_subscription
"hi team, cancel my order asap, i ordered the wrong item",CANCEL,cancel_order
I need to modify my existing order,ORDER,change_order
I need to talk to someone about my order.,CONTACT,contact_customer_service
What is your customer service phone number?,CONTACT,contact_customer_service
"Hi team, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address
Could you help - can you help me complete my purchase?,ORDER,place_order
"Please refund ordre #3300, the item arrived broken.",REFUND,get_refund
"I'd like to register, what's the process? Please assist.",ACCOUNT,create_account
Can I have two accounts and switch between them? Please assist.,ACCOUNT,switch_account
Do you take Apple Pay or only credti cards? Cheers.,PAYMENT,check_payment_methods
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
"this is unacceptable, i want to file a formal complaint! i'd appreciate a quick reply.",FEEDBACK,complaint
"Hepl, the payment failed but money was deducted!",PAYMENT,payment_issue
"i have a questino: i want to speak with a human agent, not a bot",CONTACT,contact_human_agent
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
where do i post a product review? this is urgent.,FEEDBACK,review
how many days do i have to return an item? thanks in advance.,REFUND,check_refund_policy
"Hi team, the password reset email never arrived",ACCOUNT,recover_password
"Hello, can you help me complete my purchase?",ORDER,place_order
"excuse me, how can i leave a review for the product i bought?",FEEDBACK,review
"Hey there, do you offer money-back guarantee?s",REFUND,check_refund_policy
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order
"I'd like to register, what's the proecss? Please assist.",ACCOUNT,create_account
"hi team, my payment was declined but my card is fine",PAYMENT,payment_issue
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account
"hey there, my payment was declined but my card is fine",PAYMENT,payment_issue
"good morning, how can i sign up for an account?",ACCOUNT,create_account
how long will my ordre take to arrive?,DELIVERY,delivery_period
Please connect me to a real person. Thanks in avdance.,CONTACT,contact_human_agent
I'd like to edit my personal details. Looking forward to hearing back.,ACCOUNT,edit_account
"hi, what is your refund policy?",REFUND,check_refund_policy
"this is unacceptable, i want to file a formla complaint! this is urgent.",FEEDBACK,complaint
"Hello, I'd like to place a new order",ORDER,place_order
"Good morning, can you hlep me modify my account settings?",ACCOUNT,edit_account
What is your customer service phone number?,CONTACT,contact_customer_service
Quick qusetion - how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address
"Hi, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
"hi, do you offer money-back guarantees?",REFUND,check_refund_policy
"hi team, i want to speak with a human agent, not a bot",CONTACT,contact_human_agent
Can I add another item to order #4422? Thanks in advnace.,ORDER,change_order
"hi, when my refund be processed?",REFUND,track_refund
The singup form keeps rejecting my email. Please assist.,ACCOUNT,registration_problems
"I'd like to register, what's the process? I'd appreicate a quick reply.",ACCOUNT,create_account
"Hello, how long will my order take to arrive?",DELIVERY,delivery_period
"Hi team, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems
"Wrong address on my order, please update it! Cheers.",SHIPPING_ADDRESS,change_shipping_address
Do you take Apple Pay or only creidt cards? This is urgent.,PAYMENT,check_payment_methods
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
i have a question: how do i add a new shipping address to my,SHIPPING_ADDRESS,set_up_shipping_address
Wheer can I view my past invoices? Thanks in advance.,INVOICE,check_invoice
Can I add another item to order #4422?,ORDER,change_order
"Hello, cancel my order asap, I ordered the wrong",CANCEL,cancel_order
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
"good morning, what are my delivery options for this order?",DELIVERY,delivery_options
"hi team, i want to lodge a complaint about the recent experience",FEEDBACK,complaint
"quick question - cancel my order asap, i ordered the wrong item",CANCEL,cancel_order
my payment was declined but my card is fine,PAYMENT,payment_issue
"Hi team, can you hlep me modify my account settings?",ACCOUNT,edit_account
Could you help - I need to update the email on my profile,ACCOUNT,edit_account
"Excuse me, what shipping methods are available?",DELIVERY,delivery_options
what's the typical delivery time to my country?,DELIVERY,delivery_period
Coudl you help - please sedn me the invoice for my recent order,INVOICE,get_invoice
I'd like to share my feedback on a recent purchase,FEEDBACK,review
please connect me to a real person. cheers.,CONTACT,contact_human_agent
"Good morning, how long will my order take to arrive?",DELIVERY,delivery_period
"good morning, my payment was declined but my card is fine",PAYMENT,payment_issue
"Hello, sign me up for promotional emails",NEWSLETTER,newsletter_subscription
Quick question - how do I request a refund?,REFUND,get_refund
how do i add a new shipping to my account?,SHIPPING_ADDRESS,set_up_shipping_address
Can you help me open a customer account? Thanks!,ACCOUNT,create_account
How do I order thsi product? Thanks!,ORDER,place_order
Do you take Apple Pay or only credit cards? Thanks in advance.,PAYMENT,check_payment_methods
Where can I view my past invoices? Please assist.,INVOICE,check_invoice
"excuse me, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods
"Hello, where is my order? It hasn't arrived yet",ORDER,track_order
"I have a question: I'm still waiting for my refund, where is it?",REFUND,track_refund
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems
I'd like to eidt my personal details. I'd appreciate a quick reply.,ACCOUNT,edit_account
"Please refund order #3300, the item arrived broken. Thanks!",REFUND,get_refund
"I'd like to register, what's the process?",ACCOUNT,create_account
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account
"hi, i want to switch to a different account",ACCOUNT,switch_account
"Excuse me, I want to update the quantity in my order",ORDER,change_order
how many days do i have to return an item? many thanks.,REFUND,check_refund_policy
"Hi, sign me up for promotional emails",NEWSLETTER,newsletter_subscription
"Excuse me, I want to write a review of my experience",FEEDBACK,review
Tracking number says delivered but I never got it. This is urgent.,ORDER,track_order
"hi team, i need to update the email on my profile",ACCOUNT,edit_account
"hi team, how do i contact your support team?",CONTACT,contact_customer_service
The signup form rejecting my emai.l Thanks!,ACCOUNT,registration_problems
"hey there, which payment methods do you accep?t",PAYMENT,check_payment_methods
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order
i set up multiple addresses on my proifle? thanks in advance.,SHIPPING_ADDRESS,set_up_shipping_address
Can you help me open a customer account? Please assist.,ACCOUNT,create_account
could you help - i need to look up an old invoice,INVOICE,check_invoice
"hi, i need to use a different user profile",ACCOUNT,switch_account
could you help - i'm getting an error when trying to register,ACCOUNT,registration_problems
"Excuse me, how do I track my shipmen?t",ORDER,track_order
"Excuse me, do you offer money-back guarantees?",REFUND,check_refund_policy
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
The signup form keeps rejecting my email. Many thanks.,ACCOUNT,registration_problems
"Hey there, where is my oredr? It hasn't arrived yet",ORDER,track_order
Can I set up multiple addresses on my profile?,SHIPPING_ADDRESS,set_up_shipping_address
quick question - sgin me up for promotional emails,NEWSLETTER,newsletter_subscription
Please remove my account from your system. Looking forwrad to hearing back.,ACCOUNT,delete_account
could you help - what is refund policy?,REFUND,check_refund_policy
could you help - is there a support email i can use?,CONTACT,contact_customer_service
"Hi team, what shipping methods are available?",DELIVERY,delivery_options
"i changed my mind, can i cnacel my recent purchase?",CANCEL,cancel_order
Please cancel order #1234 before it ships. Looking forward to hearing back.,CANCEL,cancel_order
Cuold you help - do you offre money-back guarantees?,REFUND,check_refund_policy
adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address
"i'm ready to buy, what's next?",ORDER,place_order
I have a question: when will my refund be processed?,REFUND,track_refund
"Hi team, what shipping methods are available?",DELIVERY,delivery_options
Can a live rerpesentative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
"Hey there, wehn will my refund be processed?",REFUND,track_refund
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
"Hey there, how can I leave a review for the product I bought?",FEEDBACK,review
"Hi team, cancel my order asap, I ordered the wrnog item",CANCEL,cancel_order
I need my money back for this defective porduct!,REFUND,get_refund
do you tkae apple pay or only credit cards? many thansk.,PAYMENT,check_payment_methods
"I have a question: I watn to speak with a human agent, not a bot",CONTACT,contact_human_agent
can i set up mutliple addresses on my profile? lokoing forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address
where can i view my past invoices?,INVOICE,check_invoice
"Wrong address on my order, please upadte it! Cheers.",SHIPPING_ADDRESS,change_shipping_address
I need invoice for accounting. Cheers.,INVOICE,get_invoice
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account
i need to talk to someone about my order. please assist.,CONTACT,contact_customer_service
"Hi team, I want to switch to a different account",ACCOUNT,switch_account
when can i expect my package? this is urgent.,DELIVERY,delivery_period
"Hey there, I forgot my password and can't log in",ACCOUNT,recover_password
"hey there, what are my payment options at checkout?",PAYMENT,check_payment_methods
how do i close my account? i no longer want to use the service.,ACCOUNT,delete_account
"hey there, cancel my order asap, i ordered the wrong item",CANCEL,cancel_order
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods
"hey there, adding a new address befroe my next order",SHIPPING_ADDRESS,set_up_shipping_address
What is your customer serviec phone number?,CONTACT,contact_customer_service
Quick qeustion - I want to delete my account peramnently,ACCOUNT,delete_account
"hi team, what are my payment options at checkotu?",PAYMENT,check_payment_methods
How can I change my account information?,ACCOUNT,edit_account
"Thsi is unacceptable, I want to a formal complaint!",FEEDBACK,complaint
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice
"Hey there, estimated delivery for standard shipping?",DELIVERY,delivery_period
"Excsue me, I want to get a refund for my purchase",REFUND,get_refund
Could you help - which payment methods do you accept?,PAYMENT,check_payment_methods
I have a question: do you offer money-back guarantees?,REFUND,check_refund_policy
Please connect me to a real person. Thanks in advance.,CONTACT,contact_human_agent
I need to talk to smoeone about my order. This is urgent.,CONTACT,contact_customer_service
Please cancel order #1234 before it ships. I'd appreciate a quick reply.,CANCEL,cancel_order
Quick question - how do I contact your support,CONTACT,contact_customer_service
Where can I view my past invoices? Thanks!,INVOICE,check_invoice
"Hi team, I forgot my password and can't log in",ACCOUNT,recover_password
"hi, what are my delivery otpions for this order?",DELIVERY,delivery_options
"hello, what shipping methods are available?",DELIVERY,delivery_options
can you tell me the status of order #9001?,ORDER,track_order
Where do I post a product review? Cheers.,FEEDBACK,review
When can I expect my package? This is urgent.,DELIVERY,delivery_period
Can I choose same-day shipping? Many thanks.,DELIVERY,delivery_options
How do order this proudct? I'd appreciate a quick reply.,ORDER,place_order
Your support has been awful and I'm furious about it,FEEDBACK,complaint
"good morning, i'm still waiting for my refund, where is it?",REFUND,track_refund
I was charged twice for the same order! Looking forward to hearing back.,PAYMENT,payment_issue
Could you help - I need a human agent right now,CONTACT,contact_human_agent
can you help me open a customer account? this is urgent.,ACCOUNT,create_account
what is your refund policy?,REFUND,check_refund_policy
"Good morning, I need to cancel my order immediately",CANCEL,cancel_order
please change the size on my recent order before it ships,ORDER,change_order
"Excuse me, can you help complete my purchase?",ORDER,place_order
"I have a question: I want to speak with a human agent, not a bot",CONTACT,contact_human_agent
"locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
you help - how long will my order take to arrive?,DELIVERY,delivery_period
Quick question - how can I leave a review for the product I bought?,FEEDBACK,review
I have a question: I'm extremely unhappy with the service,FEEDBACK,complaint
How do I close my account? I no longer wnat to use the service.,ACCOUNT,delete_account
Do you take Apple Pay or only credit cards?,PAYMENT,check_payment_methods
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order
Can unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
could you help - i need a human agent right now,CONTACT,contact_human_agent
sign me up for promotional emails,NEWSLETTER,newsletter_subscription
when can i expect my package? many thanks.,DELIVERY,delivery_period
How do I log into a secondary acconut?,ACCOUNT,switch_account
I have a question: can you help me modify my account settings?,ACCOUNT,edit_account
"Hi, I want to delete my account permanently",ACCOUNT,delete_account
how do edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address
do you take apple pay or olny credit cards? cheers.,PAYMENT,check_payment_methods
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order
"excuse me, how can i sign up for an account?",ACCOUNT,create_account
"Good morning, how can I sign up for an account?",ACCOUNT,create_account
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
What is your customer service phone number?,CONTACT,contact_customer_service
"Excuse me, I need to use a different uesr profile",ACCOUNT,switch_account
"Good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period
"Godo morning, I forgot my password and can't log in",ACCOUNT,recover_password
"Good morning, my payment was declinde but my cadr is fine",PAYMENT,payment_issue
how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
"Excuse me, the password reset email never arrived",ACCOUNT,recover_password
The signup form keeps rejecting my email. Cheers.,ACCOUNT,registration_problems
i have a question: what are my payment options at checkout?,PAYMENT,check_payment_methods
"Hi, I keep getting 'usernmae already taken' but I'm new",ACCOUNT,registration_problems
"Hello, I need to modify my existing order",ORDER,change_order
"Hey there, when will my refund be processed?",REFUND,track_refund
can i add another item to order #4422? i'd appreciate a quick reply.,ORDER,change_order
How can I change my account information?,ACCOUNT,edit_account
"locked out of my account, passwodr recvoery isn't working!",ACCOUNT,recover_password
"Hey there, how do I edti the delivery address?",SHIPPING_ADDRESS,change_shipping_address
"Hi team, I want to delete my account permanently",ACCOUNT,delete_account
"Excuse me, I want to write a review of my experience",FEEDBACK,review
Could you help - I need to use a different user profile,ACCOUNT,switch_account
where can i view my past invoices?,INVOICE,check_invoice
"Hello, what shipping metohds are available?",DELIVERY,delivery_options
i need to talk to someone about my order. this is urgent.,CONTACT,contact_customer_service
"hello, i keep getting 'username already taken' but i'm new",ACCOUNT,registration_problems
"hi, i need to change the shipping address on my ordre",SHIPPING_ADDRESS,change_shipping_address
Quick question - want to create a new account on yoru platform,ACCOUNT,create_account
Can I choose shipping? Thnaks!,DELIVERY,delivery_options
do you offer money-back guarantees?,REFUND,check_refund_policy
could you hepl - i want to switch to a different account,ACCOUNT,switch_account
where do i post a product review? many thanks.,FEEDBACK,review
i need my money bcak for this defective product!,REFUND,get_refund
Could you help I'm tyring to find a copy of my invoice,INVOICE,check_invoice
Can you help me open a customer account? Looking forward to hearing back.,ACCOUNT,create_account
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods
i want to save a second address for delivereis,SHIPPING_ADDRESS,set_up_shipping_address
I need my money back for this defective product!,REFUND,get_refund
"Good morning, how do I request a refund?",REFUND,get_refund
How can I change my account information?,ACCOUNT,edit_account
"Excuse me, estimated delivery for standard shipping?",DELIVERY,delivery_period
Could you help - can you help me complete my purchase?,ORDER,place_order
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
Can I pay with PayPal? Is bakn transfer an option?,PAYMENT,check_payment_methods
Could you help - how do I subscribe to your newsletter?,NEWSLETTER,newsletter_subscription
i need my money back for this defective product!,REFUND,get_refund
Can I set up multiple addresses on my profile? This is urgent.,SHIPPING_ADDRESS,set_up_shipping_address
i need my account deleted right away,ACCOUNT,delete_account
I need to talk to someone about my order. Cheers.,CONTACT,contact_customer_service
Where do I post a product review? Thanks!,FEEDBACK,review
how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
Can you check on the status of my refund?,REFUND,track_refund
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
"excuse me, i want to write a review of my expreience",FEEDBACK,review
"Hi team, I need to cancel my order immediately",CANCEL,cancel_order
"Good morning, how can I sign up for an account?",ACCOUNT,create_account
can i unsubscribe from the please?,NEWSLETTER,newsletter_subscription
Could you help - do you offer money-back guarantees?,REFUND,check_refund_policy
Could you help - can you help me complete my purchase?,ORDER,place_order
Could you help - I want to get a refund for purchase,REFUND,get_refund
"Good morning, I'm still waiting for my refund, whree is it?",REFUND,track_refund
"hello, i want to write a review of my experience",FEEDBACK,review
"Hi team, I watn to create a new on your platform",ACCOUNT,create_account
estimated delivery for shippin?g,DELIVERY,delivery_period
"hey there, when will my reufnd be processed?",REFUND,track_refund
"Hi team, I need a human agent right now",CONTACT,contact_human_agent
"Hello, I'd like to place a new order",ORDER,place_order
"hey ther,e how can i leave a review for the product i bought?",FEEDBACK,review
tracking number says delivered but i never got it. cheers.,ORDER,track_order
"hey there, i forgot my password and can't log in",ACCOUNT,recover_password
"hi team, how long will my ordre take to arrive?",DELIVERY,delivery_period
Can I set up multiple addresses on my profile? Cheers.,SHIPPING_ADDRESS,set_up_shipping_address
"hey there, i'm trying to find a copy of my invoice",INVOICE,check_invoice
"hi team, how do i subscribe to your newslettre?",NEWSLETTER,newsletter_subscription
Can you show me invoice numbre 8842?,INVOICE,check_invoice
"Hi, which payment methods do you accept?",PAYMENT,check_payment_methods
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account
When can I expect my package? Thanks!,DELIVERY,delivery_period
"Hi, I need a human agnet right now",CONTACT,contact_human_agent
Quick questino - I want to write a review of my experience,FEEDBACK,review
How can I change my account information?,ACCOUNT,edit_account
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems
"Hello, I need a human agent right now",CONTACT,contact_human_agent
"i need to reset my password, please help.",ACCOUNT,recover_password
what are my pamyent options at checkout?,PAYMENT,check_payment_methods
What's the typical delivery time to my country?,DELIVERY,delivery_period
i need to update the email on my profile,ACCOUNT,edit_account
could you help - how do contact your support team?,CONTACT,contact_customer_service
what's the typical delivery time to my country?,DELIVERY,delivery_period
Quick - do you offer money-back guarantees?,REFUND,check_refund_policy
"cancel my order asap, i ordered the wrong item",CANCEL,cancel_order
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods
I have a question: sign me up for promotional emails,NEWSLETTER,newsletter_subscription
"i need to reset my password, please help. many thanks.",ACCOUNT,recover_password
Do you offer experss delivery? I'm in a hurry.,DELIVERY,delivery_options
Quick question - what is your refund policy?,REFUND,check_refund_policy
i want to lodge a complaint about the recent experience,FEEDBACK,complaint
coudl you help - i want to lodge a complaint about the recent experience,FEEDBACK,complaint
Quick question - I need to modify my exitsing oredr,ORDER,change_order
Why can't I create my account? It says invaldi input.,ACCOUNT,registration_problems
I'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription
I have a question: what are my payment options at checkout?,PAYMENT,check_payment_methods
It's been 10 days and no refund yet.,REFUND,track_refund
"hi, i need to updtae the email on my profile",ACCOUNT,edit_account
please connect me to a real person.,CONTACT,contact_human_agent
could you help - please send me the invoice for my recent order,INVOICE,get_invoice
Can you tell me the status of order #9001?,ORDER,track_order
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
I a question: my payment was declined but my cadr is fine,PAYMENT,payment_issue
"locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
I need my money back for this defective product!,REFUND,get_refund
Quick question - when will my refund be processed?,REFUND,track_refund
your support has been and i'm furious about it,FEEDBACK,complaint
"Good morning, what is your refund policy?",REFUND,check_refund_policy
"Hi, I need to my existing order",ORDER,change_order
Do you take Apple Pay or only credit cards?,PAYMENT,check_payment_methods
"please refund order #3300, the item arrived brokne. looking forward to hearing bac.k",REFUND,get_refund
I need an invoice for accounting. Thanks in advanc.e,INVOICE,get_invoice
remove my account from your system. Many thanks.,ACCOUNT,delete_account
could you help - how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
could you help - what shipping methods are available?,DELIVERY,delivery_options
"Excuse me, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
Please cancel order #1234 before it ships. I'd apprecitae a quick reply.,CANCEL,cancel_order
"Hi, I want to lodge a complaint about the recent experience",FEEDBACK,complaint
Yuor support has been awful and I'm furious about it,FEEDBACK,complaint
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
your support has been awful and i'm furious about it,FEEDBACK,complaint
could you help - what is your refund policy?,REFUND,check_refund_policy
Quick question - how do I conatct your support tea?m,CONTACT,contact_customer_service
Could you help - how can I leave a review for the product I bought?,FEEDBACK,review
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address
