instruction,category,intent,urgency
"This is unacceptable, I want to file a formal complaint! Cheers.",FEEDBACK,complaint,high
Where can I view my past invoices? Thanks in advance.,INVOICE,check_invoice,medium
Please connect me to a real person. Many thanks.,CONTACT,contact_human_agent,low
can you help me modify my account settings?,ACCOUNT,edit_account,low
Could you help - how can I sing up for an account?,ACCOUNT,create_account,low
"hello, the password reset email never arrived",ACCOUNT,recover_password,high
it's bene 10 days and no refund yet. thanks!,REFUND,track_refund,high
"Hi team, esitmated delviery for standard shipping?",DELIVERY,delivery_period,medium
"Hey there, I'm extremely unhappy wtih the service",FEEDBACK,complaint,high
"I'm ready to buy, what's nxet?",ORDER,place_order,medium
"locked out of my acocunt, password recovery isn't working!",ACCOUNT,recover_password,high
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems,low
"Hello, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
"Hey there, how do I contact your support team?",CONTACT,contact_customer_service,low
"This is unacceptable, I want to file a formal Please assist.",FEEDBACK,complaint,high
could you help - how do i edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"excuse me, what shipping methods are available?",DELIVERY,delivery_options,medium
Can I pay with PayPal? Is bakn transfer an option?,PAYMENT,check_payment_methods,medium
I have a question: I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
can you tell me the status of odrer #9001?,ORDER,track_order,medium
I have a question: how can I leave a review for the product I bought?,FEEDBACK,review,low
can you tell me the status of order #9001?,ORDER,track_order,medium
"hey there, i need to change the shipping address on my ordre",SHIPPING_ADDRESS,change_shipping_address,medium
Can you check on the status of my rfeund?,REFUND,track_refund,high
Can I add another item to order #4422? Please assist.,ORDER,change_order,medium
Quick question - when will my refund be processed?,REFUND,track_refund,high
"Hi, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
"Good morning, how can I leave a review for the product I bought?",FEEDBACK,review,low
"Hello, can you help me modify my account settings?",ACCOUNT,edit_account,low
can i add another item to order #4422? thanks!,ORDER,change_order,medium
"I need to reset my password, please help.",ACCOUNT,recover_password,high
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
I need an invoice for accounting. Many thanks.,INVOICE,get_invoice,medium
"i'm ready to buy, what's next?",ORDER,place_order,medium
"Could you help - I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
It's been 10 days and no refund yet. Many thanks.,REFUND,track_refund,high
where can i view my past invoices? cheers.,INVOICE,check_invoice,medium
"Please refund order #3300, the item arrived broken. Mayn thanks.",REFUND,get_refund,high
"locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
Can you check on the status of my refund?,REFUND,track_refund,high
"good morning, do you offer money-back guarantees?",REFUND,check_refund_policy,high
i need to talk to someone about my order. cheers.,CONTACT,contact_customer_service,low
could you help - i forgot my password and can't log in,ACCOUNT,recover_password,high
"I have a question: I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
Quick question - I want to write a review of my exeprience,FEEDBACK,review,low
Do offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
"Hello, I want to create a new account on your platform",ACCOUNT,create_account,low
Can I choose same-day shipping? This is urgent.,DELIVERY,delivery_options,medium
can i choose same-day shipping?,DELIVERY,delivery_options,medium
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems,low
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
I'd like to download an invoice,INVOICE,get_invoice,medium
"Hey there, how do I contact your support team?",CONTACT,contact_customer_service,low
please the size on my recent order before it ships,ORDER,change_order,medium
I watn to save a secnod address for dleiveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, how do I request a refund?",REFUND,get_refund,high
"Hello, how do I track my shipment?",ORDER,track_order,medium
"Hlelo, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
Can I pay with PayPal? Is bank tranfser option?,PAYMENT,check_payment_methods,medium
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
i was charged twice for the same order! thanks!,PAYMENT,payment_issue,high
do you offer express i'm in a hurry.,DELIVERY,delivery_options,medium
How many days do I haev to return an item? Plesae assist.,REFUND,check_refund_policy,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Hello, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"Excuse me, I need to use a different uesr profile",ACCOUNT,switch_account,low
Please cancel order #1234 before it ships. Thanks!,CANCEL,cancel_order,high
I have a question: I want to get a refund for my purchase,REFUND,get_refund,high
What's the typical delivery tmie to my country?,DELIVERY,delivery_period,medium
"hello, i need to use a different user profile",ACCOUNT,switch_account,low
"this is unacceptable, i want to file a formal complaint! thanks in advance.",FEEDBACK,complaint,high
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
please connect me to a real person. this is urgent.,CONTACT,contact_human_agent,low
how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Please refund order #3300, the item arrvied broken. Cheers.",REFUND,get_refund,high
I have a qusetion: how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
i set up multiple addresses on my proifle? thanks in advance.,SHIPPING_ADDRESS,set_up_shipping_address,medium
When can I expect my package? Please assist.,DELIVERY,delivery_period,medium
i need an invoice for accounting. i'd appreciate a quick reply.,INVOICE,get_invoice,medium
"Hi team, I want to switch to a different account",ACCOUNT,switch_account,low
Quick question - where is my order? It hasn't arrived yet,ORDER,track_order,medium
"Hi, what is your refund policy?",REFUND,check_refund_policy,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"there, I'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
"Hello, I need to look up an old invoice",INVOICE,check_invoice,medium
Can you tell me the status of ordre #9001?,ORDER,track_order,medium
waht are my delivery options for this order?,DELIVERY,delivery_options,medium
Can I have two accounts and switch between them?,ACCOUNT,switch_account,low
Whats' the typical delivery time to my country?,DELIVERY,delivery_period,medium
i want to save a secodn addrses for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
i'd like to receive your weekly emails. thanks!,NEWSLETTER,newsletter_subscription,low
Could you help - when will my refund be processed?,REFUND,track_refund,high
Can I choose same-day shipping? I'd apprceiate a quick reply.,DELIVERY,delivery_options,medium
"hi team, i want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"Hello, I need to look up an old invoice",INVOICE,check_invoice,medium
"hi team, how do i track my shipment?",ORDER,track_order,medium
"Good morning, how do I track my shipment?",ORDER,track_order,medium
when can i expect my package? pelase assist.,DELIVERY,delivery_period,medium
quick question - i need to chagne the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi, I need my account deleted right away",ACCOUNT,delete_account,high
"hi, i'd like to place a new order",ORDER,place_order,medium
"Hi team, can you help me complete my pucrhase?",ORDER,place_order,medium
"excuse me, is there a support email i can use?",CONTACT,contact_customer_service,low
"Excuse me, how can I sign up for an account?",ACCOUNT,create_account,low
quick question - do you offer money-back guarantees?,REFUND,check_refund_policy,high
Could you help - I want to update the quantity in my order,ORDER,change_order,medium
"Hi, I need to use a different user profile",ACCOUNT,switch_account,low
Do you take Apple Pay or only credit cards?,PAYMENT,check_payment_methods,medium
Tracking number says delivered but I never got it.,ORDER,track_order,medium
Can you check on the status of my refund?,REFUND,track_refund,high
"Hi team, how can I levae a review for the product I bought?",FEEDBACK,review,low
"Exucse me, do offer money-back guarantees?",REFUND,check_refund_policy,high
"need to reset my password, please help.",ACCOUNT,recover_password,high
I was charegd twice for the same order!,PAYMENT,payment_issue,high
Please change the size on my recent order before it ships,ORDER,change_order,medium
"Hi team, can you help me modify my account settings?",ACCOUNT,edit_account,low
can you help me open a customer account?,ACCOUNT,create_account,low
"Hi, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
Can I choose same-day shipping? Thanks!,DELIVERY,delivery_options,medium
"good morning, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"hi team, how do i track my shipment?",ORDER,track_order,medium
"i have a question: i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"Hello, how long will my order take to arrive?",DELIVERY,delivery_period,medium
Do you take Apple Pay or only credit cards? I'd appreciate a qucik reply.,PAYMENT,check_payment_methods,medium
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account,low
Can you help me open a customer account?,ACCOUNT,create_account,low
Please change the size on my recent order before it ships,ORDER,change_order,medium
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
Please connect me to a real preson. Thanks!,CONTACT,contact_human_agent,low
I was charged twice for the same order! Thanks!,PAYMENT,payment_issue,high
can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
Could you help - I want to switch to a different account,ACCOUNT,switch_account,low
Where do I post a product review? Cheers.,FEEDBACK,review,low
i have a question: when will my reufnd be processed?,REFUND,track_refund,high
"Good morning, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"Good morning, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
can i have two accounts and switch between the?m thanks!,ACCOUNT,switch_account,low
"Hi, how do I track my shipment?",ORDER,track_order,medium
"Excsue me, I want to get a refund for my purchase",REFUND,get_refund,high
I have a question: I keep getting 'username already tkaen' but I'm new,ACCOUNT,registration_problems,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
i have a question: adding a new address before my nxet order,SHIPPING_ADDRESS,set_up_shipping_address,medium
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
"Hello, I want to write a review of my experience",FEEDBACK,review,low
Quick question - what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
what are my delivery options for this order?,DELIVERY,delivery_options,medium
"Hello, how do I request a refund?",REFUND,get_refund,high
"wrong address on my order, please update it! i'd appreciate a quick reply.",SHIPPING_ADDRESS,change_shipping_address,medium
Please connect me to a real person. Lokoing forward to hearing back.,CONTACT,contact_human_agent,low
"Hello, how can I leave a review for the product I bought?",FEEDBACK,review,low
How do order this proudct? I'd appreciate a quick reply.,ORDER,place_order,medium
Do you take Apple Pay or only credit cards? This is urgent.,PAYMENT,check_payment_methods,medium
i need an invoice for accounting. please assist.,INVOICE,get_invoice,medium
could you help - what shipping methods are available?,DELIVERY,delivery_options,medium
I have a question: how do I subscribe to your newsletter?,NEWSLETTER,newsletter_subscription,low
how do i order this porduct? many thanks.,ORDER,place_order,medium
"Hey there, when will my refund be processed?",REFUND,track_refund,high
"i need to reset my password, please help. thanks!",ACCOUNT,recover_password,high
"Excuse me, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Can you check on the status of my refund?,REFUND,track_refund,high
do you offre express delivery? in a hurry.,DELIVERY,delivery_options,medium
Can I unsubscribe from the newsletter plaese?,NEWSLETTER,newsletter_subscription,low
I have a question: sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
Quick question - I want to lodge a complaint about the reecnt experience,FEEDBACK,complaint,high
"Good morning, how do I request a rfeund?",REFUND,get_refund,high
Do you offer exprses delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
"Hey there, I want to create a new account on your platform",ACCOUNT,create_account,low
When can I expect my package? This is urgent.,DELIVERY,delivery_period,medium
"Hi tema, I forgot my passwodr and can't log in",ACCOUNT,recover_password,high
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
Can I add aonther item to order #4422?,ORDER,change_order,medium
"Excuse me, where is my order? It hasn't arrived yet",ORDER,track_order,medium
"Hello, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
I want to svae a secodn address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
i need my money bcak for this defective product!,REFUND,get_refund,high
"Excuse me, please send me the invoice for my recent order",INVOICE,get_invoice,medium
"Hi, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"Please refund order #3300, the item arrived broke.n This is urgent.",REFUND,get_refund,high
"Hi, I need to use a different user profile",ACCOUNT,switch_account,low
"Wrong address on my order, please update it! Please assist.",SHIPPING_ADDRESS,change_shipping_address,medium
"i'm ready to buy, what's next?",ORDER,place_order,medium
Do you offer experss delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
"hi, i need to modify my existing order",ORDER,change_order,medium
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
"Hi, what are my delivery options for this order?",DELIVERY,delivery_options,medium
"Hi team, how can I leave a review for the product I bought?",FEEDBACK,review,low
i need my money back for this defective product!,REFUND,get_refund,high
"Hey there, I'm having trobule paying, the page errors out",PAYMENT,payment_issue,high
I have a question: how do I request a reufnd?,REFUND,get_refund,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
How do I close my account? I no longer want to use the sevrice.,ACCOUNT,delete_account,high
can you help me open a customer account? many thanks.,ACCOUNT,create_account,low
Can you tell me the status of order #9001?,ORDER,track_order,medium
Could you help - I'm extremely unhappy with the service,FEEDBACK,complaint,high
"Hello, I'd like to place a new order",ORDER,place_order,medium
I'd like to edit my personal details. Many thanks.,ACCOUNT,edit_account,low
"is unacceptable, I want to file a formal complaint! Please assist.",FEEDBACK,complaint,high
"hi, when my refund be processed?",REFUND,track_refund,high
quick question - i need to look up an old invoice,INVOICE,check_invoice,medium
"i have a question: i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
Could you help - I keep getting 'username already taken' but I'm new,ACCOUNT,registration_problems,low
"wrong address on my order, plesae update it! cheers.",SHIPPING_ADDRESS,change_shipping_address,medium
"This is unacceptable, I want to file a fromal complaint! I'd appreciate a quick reply.",FEEDBACK,complaint,high
i have a question: i'm trying to find a copy of my invoice,INVOICE,check_invoice,medium
Could you help - whta are my payment options at checkout?,PAYMENT,check_payment_methods,medium
"Hey there, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
"hi, what are my delivery otpions for this order?",DELIVERY,delivery_options,medium
plaese connect me to a person. cheers.,CONTACT,contact_human_agent,low
"i need to reset my password, please help. this is urgent.",ACCOUNT,recover_password,high
please remove my account from your system.,ACCOUNT,delete_account,high
How do I close my account? I no longer watn to use the service.,ACCOUNT,delete_account,high
"Hey there, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"hey there, i want to update the quantity in my order",ORDER,change_order,medium
"hi tema, want to delete my account permanently",ACCOUNT,delete_account,high
"i have a question: i'm still waiting for my refund, where is it?",REFUND,track_refund,high
"Hey there, how do I request a refund?",REFUND,get_refund,high
i need my money back for this defective product!,REFUND,get_refund,high
how do i log into a secondary account?,ACCOUNT,switch_account,low
"Hey there, I want to write a review of my experience",FEEDBACK,review,low
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
when will my refund be processed?,REFUND,track_refund,high
"hi, i need to use a different user profile",ACCOUNT,switch_account,low
"Wrong address on my order, please update it! This urgent.",SHIPPING_ADDRESS,change_shipping_address,medium
Can I have two accounts and switch between them? Cheers.,ACCOUNT,switch_account,low
"hi team, i'd like to download an invoice",INVOICE,get_invoice,medium
"hello, i wnat to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
where do i post a product review? i'd appreciate a quick repyl.,FEEDBACK,review,low
"I have a question: I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
the signup form keeps rejceting my email. thanks!,ACCOUNT,registration_problems,low
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund,high
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
I need to talk to someone about my order. Looking forward to hearing back.,CONTACT,contact_customer_service,low
"Excuse me, I need to modify my existing order",ORDER,change_order,medium
"exucse me, i want to delete my account premanently",ACCOUNT,delete_account,high
I'd liek to shrae my feedback on a recent,FEEDBACK,review,low
Tracking number says deliveerd but I never got it. Many thanks.,ORDER,track_order,medium
could you help - estimated delivery for standard shipping?,DELIVERY,delivery_period,medium
how long will my ordre take to arrive?,DELIVERY,delivery_period,medium
"Hi team, I'd like to downlaod an invoice",INVOICE,get_invoice,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
Quick question - I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
"Hello, I forogt my password and can't log in",ACCOUNT,recover_password,high
"Excuse me, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Hi, can you help me modify my account settings?",ACCOUNT,edit_account,low
"Hey there, I want to get a refund for my purchase",REFUND,get_refund,high
"Hi tea,m how long will my take to arrive?",DELIVERY,delivery_period,medium
"Good morning, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
i was charged twice for the same order! this is urgent.,PAYMENT,payment_issue,high
I need to cancel my order immediaetly,CANCEL,cancel_order,high
Can you help me open a customer account? I'd appreciate a quick reply.,ACCOUNT,create_account,low
"Hi team, my payment was declined but my card is fine",PAYMENT,payment_issue,high
Could you help - can you help me complete my purchase?,ORDER,place_order,medium
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"good morning, is there a support email i can use?",CONTACT,contact_customer_service,low
"hey there, which payment methosd do you accept?",PAYMENT,check_payment_methods,medium
Quick question - I want to deltee my account permanently,ACCOUNT,delete_account,high
Quick question - how can I leave a review for the product I bought?,FEEDBACK,review,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
Could you help - I need to look up an old invoice,INVOICE,check_invoice,medium
how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"Hi, I need a human agent right now",CONTACT,contact_human_agent,low
Please change the size on my recent oredr it ships,ORDER,change_order,medium
"excuse me, i need to cancel my order immediately",CANCEL,cancel_order,high
can i choose same-day shipping? i'd appreciate a quick reply.,DELIVERY,delivery_options,medium
how do i order this prodcut? tahnks in advance.,ORDER,place_order,medium
Can I cohose same-day shippnig?,DELIVERY,delivery_options,medium
"Hi, I need my account deleted right away",ACCOUNT,delete_account,high
"could you help - i'm having trouble paying, the page errosr out",PAYMENT,payment_issue,high
"hello, what shipping methods are available?",DELIVERY,delivery_options,medium
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
"hi, how do i edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
"Hi team, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
i'd like to receive your weekly emails. thakns!,NEWSLETTER,newsletter_subscription,low
i need to modify my existing order,ORDER,change_order,medium
what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Please refund order #3300, the item arrived brkoen.",REFUND,get_refund,high
"This is unacceptable, I want to file a formal complaint! Thanks!",FEEDBACK,complaint,high
It's 10 days and no refund yet. Thanks!,REFUND,track_refund,high
"hi team, i'm still waiting for my refund, where is it?",REFUND,track_refund,high
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
"good morning, cancel my order aasp, i ordered the wrong item",CANCEL,cancel_order,high
where can i my past invoices?,INVOICE,check_invoice,medium
I have a question: what shipping methods are available?,DELIVERY,delivery_options,medium
"Excuse me, I need my account deleted right away",ACCOUNT,delete_account,high
"ready to buy, what's next?",ORDER,place_order,medium
"This is unacceptable, I want to file a formal complaint! I'd appreciate a quick reply.",FEEDBACK,complaint,high
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
When can I expect my package? Please assist.,DELIVERY,delivery_period,medium
"Hey there, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"Hey there, I want to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"Hello, what are my delivery options for this order?",DELIVERY,delivery_options,medium
"hi, i'm trying to find a copy of my invioce",INVOICE,check_invoice,medium
"i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Hello, I need to modify my existing order",ORDER,change_order,medium
"Hey there, me up for promotional emails",NEWSLETTER,newsletter_subscription,low
"Hey there, how do I contcat your support team?",CONTACT,contact_customer_service,low
please remove my account from your system. thanks in advance.,ACCOUNT,delete_account,high
"hello, i watn to delete my account permanently",ACCOUNT,delete_account,high
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Hi, can you help me complete my purchase?",ORDER,place_order,medium
"Hi, what shipping methods are available?",DELIVERY,delivery_options,medium
"good morning, i forgot my password and can't log in",ACCOUNT,recover_password,high
"Hi team, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
What is your customer service phone number?,CONTACT,contact_customer_service,low
Can you emial me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
I have a question: I'd lkie to downolad an invoice,INVOICE,get_invoice,medium
I have a question: I'd like to a new order,ORDER,place_order,medium
do you offer express deilvery? i'm in a hurry.,DELIVERY,delivery_options,medium
"good morning, i need to look up an old invoice",INVOICE,check_invoice,medium
"hey there, i need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems,low
I have a question: which payment methods do you accept?,PAYMENT,check_payment_methods,medium
"Wrong address on my order, please update it!",SHIPPING_ADDRESS,change_shipping_address,medium
can you show me invoice number 8482?,INVOICE,check_invoice,medium
"Quick question - I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"Hi team, adding a new address before my next order",SHIPPING_ADDRESS,set_up_shipping_address,medium
"exucse me, how do i subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
Please remoev my account from your system. Looking forward to hearing back.,ACCOUNT,delete_account,high
I have a question: I keep getting 'username already taken' but I'm new,ACCOUNT,registration_problems,low
"I have a question: I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Can I get a flul refund if I'm not satisfied?,REFUND,check_refund_policy,high
please connect me to a real person. this is urgen.t,CONTACT,contact_human_agent,low
"Hey there, how do I edti the delivery address?",SHIPPING_ADDRESS,change_shipping_address,medium
I forgot my password and can't log in,ACCOUNT,recover_password,high
"Excuse me, how do I rqeuest a refund?",REFUND,get_refund,high
"Wrong address on my order, pelase update it! Thanks!",SHIPPING_ADDRESS,change_shipping_address,medium
"Hi, how do I reqeust a refund?",REFUND,get_refund,high
Could you help - how do I request a refund?,REFUND,get_refund,high
can you help me open a customer account? cheers.,ACCOUNT,create_account,low
how do i log into a secondary account?,ACCOUNT,switch_account,low
"Hey there, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
i need my money back for this defective product!,REFUND,get_refund,high
I was charged twice for the same order! I'd appreciate a quick reply.,PAYMENT,payment_issue,high
my payment was decliend but my card is fine,PAYMENT,payment_issue,high
"Hi team, please send me the invoice for my recent order",INVOICE,get_invoice,medium
"I'd like to register, what's the process?",ACCOUNT,create_account,low
It's been 10 days and no refund yet. Please assist.,REFUND,track_refund,high
"Excuse me, I want to write a review of my experience",FEEDBACK,review,low
Can have two accounts and switch between them? Cheers.,ACCOUNT,switch_account,low
It's been 10 days and no refund yet. in advanc.e,REFUND,track_refund,high
How do I log into a secondary acocunt?,ACCOUNT,switch_account,low
"Hello, I'd like to download an ivnoice",INVOICE,get_invoice,medium
"Hey there, sign me up for promotional emaisl",NEWSLETTER,newsletter_subscription,low
"excuse me, what are my payment options at checkout?",PAYMENT,check_payment_methods,medium
Tracking number says delivered but I never got it. Many thanks.,ORDER,track_order,medium
what's the typical delviery time to my country?,DELIVERY,delivery_period,medium
Quick question - how do I request a refund?,REFUND,get_refund,high
"Excuse me, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription,low
What's the typcial delivery time to my country?,DELIVERY,delivery_period,medium
I have a question: please sned me the invoice for my recent order,INVOICE,get_invoice,medium
"Hi, I keep getting 'usernmae already taken' but I'm new",ACCOUNT,registration_problems,low
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
The signup form kepes rejecting my email.,ACCOUNT,registration_problems,low
Can unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
I have a question: sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
"good morning, i'm having trouble paying, the page errosr out",PAYMENT,payment_issue,high
what are my delivery options for this order?,DELIVERY,delivery_options,medium
Can you tell me the status of order #9001?,ORDER,track_order,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
please change the size on my recent order before it ships,ORDER,change_order,medium
The signup form keeps rejecting my email. Please assist.,ACCOUNT,registration_problems,low
"hi team, how do i contact your support team?",CONTACT,contact_customer_service,low
"Hepl, the payment failed but money was deducted!",PAYMENT,payment_issue,high
could you help - i need to look up an old invoice,INVOICE,check_invoice,medium
Can you tell me the status of order #9001?,ORDER,track_order,medium
"good morning, i want to write a review of my experience",FEEDBACK,review,low
"Excuse me, do you offer money-back guarantees?",REFUND,check_refund_policy,high
Could you help - I forgot my password and can't log in,ACCOUNT,recover_password,high
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund,high
"Hey there, I want to write a review of my experience",FEEDBACK,review,low
"hey there, i watn to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"Please refund order #3300, the item arrived broken. Thanks in advance.",REFUND,get_refund,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
Could you help - can you help me complete my purchase?,ORDER,place_order,medium
Do you take Apple Pay or only credti cards? Cheers.,PAYMENT,check_payment_methods,medium
what's the typical delivery time to my country?,DELIVERY,delivery_period,medium
"Please refund order #3300, the item arrived broken.",REFUND,get_refund,high
It's been 10 days and no refund yet. Looking forward to hearing back.,REFUND,track_refund,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
could you help - how do i add a new shipping address to my,SHIPPING_ADDRESS,set_up_shipping_address,medium
"This is unacceptable, I want to file a formla complaint! Please assist.",FEEDBACK,complaint,high
I have a question: sign me up for promotionla emails,NEWSLETTER,newsletter_subscription,low
good how do i track my shipment?,ORDER,track_order,medium
could you help - how do i subscribe to your newsletter?,NEWSLETTER,newsletter_subscription,low
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice,medium
"Hi team, I forgto my password and can't log in",ACCOUNT,recover_password,high
I'd like to shaer my feedback on a recent purchase,FEEDBACK,review,low
Could you help - I need to use a different user profile,ACCOUNT,switch_account,low
"good morning, i need to use a different user profile",ACCOUNT,switch_account,low
I'd like to share my feedback on a recent purchase,FEEDBACK,review,low
"hi, i'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
I was charged tiwce for the same order! Thanks in advance.,PAYMENT,payment_issue,high
"Hi team, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"hello, how do i request a refund?",REFUND,get_refund,high
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
"excuse me, i'm extremely unhappy with the service",FEEDBACK,complaint,high
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hi team, what are my payment options at cehckout?",PAYMENT,check_payment_methods,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
I have a question: I want to update the quantity in my order,ORDER,change_order,medium
"Hi, can you help me complete my purchase?",ORDER,place_order,medium
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
Please connect me to a real person. Looking forward to hearing back.,CONTACT,contact_human_agent,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
Please remove my account from your sysetm. Looking forward to hearing back.,ACCOUNT,delete_account,high
